attendance,parental_involvement,access_to_resources,extracurricular_activities,sleep_hours,internet_access,tutoring_sessions,family_income,teacher_quality,peer_influence,physical_activity,learning_disabilities,parental_education_level,distance_from_home,gender,exam_score,hours_studied_scaled,previous_scores_scaled,school_type_public,motivation_level_encoded
73,Low,Medium,No,7,Yes,2,High,Medium,Neutral,4,No,College,Far,Female,68,1.1729162766894383,1.1065480291836374,1,1
87,Medium,Medium,No,8,Yes,2,Medium,High,Negative,2,No,College,Moderate,Male,67,0.338187658680041,-1.0465146865392312,1,0
79,Low,Medium,No,9,Yes,1,Low,Medium,Neutral,4,No,High School,Near,Male,65,-0.1626495121255974,0.4814653052640949,0,1
99,Low,Medium,No,9,Yes,0,Low,Medium,Negative,4,No,College,Near,Male,69,0.5051333822819205,-0.14361741865544755,1,1
95,Medium,Medium,No,6,Yes,2,Low,Low,Positive,3,No,High School,Near,Male,67,-1.4982153009406332,0.4120116692730346,1,2
74,Low,Low,Yes,7,Yes,0,Medium,Medium,Positive,3,No,Postgraduate,Near,Female,64,-1.1643238537368743,1.5927234811210593,1,2
62,Low,Medium,Yes,6,No,3,High,High,Neutral,3,Yes,Postgraduate,Near,Female,62,-1.1643238537368743,1.0370943931925771,0,1
94,Medium,Medium,Yes,9,Yes,5,High,High,Neutral,3,Yes,High School,Near,Male,71,0.17124193507816154,-0.6992465065839297,0,0
96,Medium,High,Yes,9,No,0,Medium,Medium,Neutral,3,No,High School,Near,Male,72,1.6737534474950768,-1.532690138476653,0,1
93,High,High,Yes,7,Yes,0,Medium,Medium,Negative,2,Yes,High School,Near,Female,74,2.1745906183007153,1.5927234811210593,1,0
65,Low,High,No,6,Yes,1,Medium,High,Neutral,2,No,Postgraduate,Near,Male,66,0.6720791058837999,0.27310439729091407,1,0
100,High,Low,Yes,4,Yes,2,Medium,Medium,Positive,4,No,High School,Near,Female,72,0.5051333822819205,-1.1159683225302914,1,1
70,High,Medium,No,5,Yes,1,High,High,Neutral,4,No,Postgraduate,Near,Female,65,-1.8321067481443922,0.4120116692730346,0,1
89,High,Medium,Yes,4,Yes,0,Low,Medium,Positive,3,No,College,Far,Female,67,-0.4965409593293564,-1.6021437744677132,1,2
96,Medium,High,Yes,5,Yes,2,Medium,High,Neutral,2,No,High School,Near,Male,70,-0.8304324065331153,-1.1159683225302914,0,2
69,High,Medium,Yes,10,Yes,0,Low,High,Negative,1,Yes,High School,Moderate,Male,62,-0.6634866829312358,0.4814653052640949,1,1
96,Low,Low,Yes,5,Yes,0,Low,Medium,Positive,2,No,High School,Far,Male,66,-0.1626495121255974,-0.3519783266286284,1,2
72,Low,Medium,Yes,5,Yes,2,High,High,Negative,3,No,College,Near,Male,65,-0.4965409593293564,-0.6297928705928695,1,1
99,Low,High,Yes,6,Yes,2,Medium,High,Positive,4,Yes,Postgraduate,Near,Male,70,-1.9990524717462717,0.5509189412551552,1,2
71,High,High,Yes,10,Yes,2,Medium,Medium,Positive,2,Yes,College,Near,Female,69,0.6720791058837999,1.2454553011657579,0,0
98,Medium,Medium,Yes,7,Yes,3,High,Medium,Neutral,3,No,High School,Near,Female,70,-0.9973781301349948,0.6203725772462154,1,0
62,High,High,No,8,Yes,2,High,Medium,Negative,2,No,College,Near,Female,66,0.17124193507816154,-0.14361741865544755,0,1
88,Medium,Low,Yes,7,Yes,1,Low,High,Positive,4,No,Postgraduate,Near,Male,73,2.007644894698836,0.5509189412551552,0,0
81,High,Medium,No,4,Yes,3,Medium,High,Positive,4,No,Postgraduate,Moderate,Female,69,-0.9973781301349948,0.6898262132372758,1,0
79,High,High,Yes,9,Yes,3,Medium,Medium,Neutral,3,No,College,Near,Female,66,-2.49988964255191,0.9676407572015168,0,0
69,High,Medium,Yes,8,Yes,4,Medium,Medium,Neutral,4,No,High School,Far,Male,65,-0.3295952357274769,-0.6992465065839297,1,1
88,Medium,Low,No,7,Yes,2,Low,Medium,Neutral,4,No,Postgraduate,Near,Female,70,1.1729162766894383,-1.3243292305034722,1,2
68,High,High,No,10,Yes,0,Medium,High,Positive,2,No,Postgraduate,Far,Male,70,2.007644894698836,0.6203725772462154,0,1
82,High,Medium,No,6,Yes,2,Low,High,Neutral,4,No,Postgraduate,Near,Male,67,-1.1643238537368743,-1.3243292305034722,1,2
70,Medium,High,Yes,7,Yes,1,Low,Medium,Positive,3,No,Postgraduate,Near,Male,68,0.5051333822819205,-0.14361741865544755,0,2
98,Medium,Low,Yes,6,Yes,1,Medium,Medium,Neutral,2,No,College,Near,Female,68,-0.4965409593293564,-0.9076074145571106,0,0
61,High,Medium,No,9,Yes,0,Low,Medium,Negative,2,No,College,Far,Female,61,-0.1626495121255974,-0.5603392346018092,1,1
68,Medium,Medium,Yes,8,Yes,2,Medium,Medium,Negative,3,No,High School,Near,Male,70,2.6754277891063536,-0.07416378266438728,1,2
70,High,High,No,7,Yes,0,Low,High,Negative,5,No,College,Moderate,Male,65,-1.4982153009406332,1.3843625731478784,1,2
77,Low,Medium,Yes,5,No,3,High,Medium,Positive,2,No,High School,Moderate,Male,66,0.338187658680041,0.6203725772462154,1,1
69,Medium,Medium,Yes,6,Yes,3,High,Medium,Neutral,3,No,Postgraduate,Moderate,Male,67,0.5051333822819205,-1.1159683225302914,1,1
80,Low,Low,Yes,5,Yes,3,High,Medium,Negative,3,No,High School,Near,Male,69,1.1729162766894383,1.3149089371568181,1,2
95,Medium,High,No,9,Yes,1,Low,Medium,Neutral,2,No,College,Far,Male,69,0.17124193507816154,-0.004710146673327003,1,1
88,Medium,Medium,Yes,5,Yes,1,Low,Medium,Neutral,2,No,High School,Moderate,Male,67,0.338187658680041,-1.0465146865392312,1,0
83,High,Low,No,9,Yes,0,Medium,Low,Neutral,4,No,High School,Near,Female,66,-0.3295952357274769,0.06474348931773327,0,1
64,Low,Medium,Yes,9,Yes,1,High,High,Neutral,2,No,High School,Near,Male,63,0.338187658680041,-1.0465146865392312,0,1
88,High,Medium,No,6,Yes,0,Medium,High,Neutral,4,No,High School,Far,Female,67,-0.3295952357274769,-0.49088559861074893,1,0
67,High,Low,Yes,6,Yes,0,Low,Medium,Neutral,1,No,College,Far,Male,64,0.6720791058837999,1.0370943931925771,1,1
91,Medium,Low,No,6,Yes,2,Low,Medium,Neutral,4,No,High School,Near,Male,68,-0.3295952357274769,0.5509189412551552,0,1
70,Medium,High,Yes,8,Yes,2,Low,High,Negative,2,No,High School,Moderate,Male,65,0.338187658680041,-0.07416378266438728,1,0
77,Medium,Low,No,9,Yes,2,Medium,Medium,Neutral,3,No,High School,Near,Male,65,0.004296211476282077,-0.9770610505481708,1,1
74,Medium,Low,Yes,9,No,1,Low,Medium,Neutral,3,No,High School,Near,Male,65,1.1729162766894383,-0.76870014257499,1,2
94,Low,Medium,Yes,6,Yes,0,Medium,Medium,Negative,4,No,College,Near,Female,70,0.004296211476282077,1.6621771171121196,1,1
65,Medium,High,Yes,9,Yes,1,High,Medium,Neutral,3,No,High School,Near,Female,62,-1.8321067481443922,-0.5603392346018092,1,1
83,High,Low,No,9,Yes,0,Low,Medium,Neutral,4,No,High School,Moderate,Male,68,1.339862000291318,0.4120116692730346,1,1
66,Low,High,Yes,7,Yes,0,High,High,Negative,3,No,College,Near,Male,62,-0.8304324065331153,-0.004710146673327003,1,0
88,Medium,High,Yes,7,Yes,0,Medium,Medium,Positive,3,No,College,Near,Female,68,-0.6634866829312358,-1.6715974104587736,1,1
96,High,Medium,Yes,9,Yes,0,Medium,High,Neutral,5,No,College,Near,Male,72,-0.6634866829312358,1.523269845129999,0,1
77,High,Medium,Yes,9,Yes,1,High,Medium,Positive,3,No,Postgraduate,Near,Female,70,1.339862000291318,-1.4632365024855927,1,0
80,High,Medium,No,9,No,3,Medium,Medium,Neutral,3,No,High School,Far,Female,62,-2.165998195348151,0.5509189412551552,1,0
97,High,High,Yes,10,Yes,2,Low,Medium,Positive,3,No,High School,Moderate,Female,79,3.1762649599119923,1.1065480291836374,1,1
81,Medium,High,Yes,8,Yes,2,High,High,Neutral,1,No,Postgraduate,Near,Male,73,1.005970553087559,0.8287334852193963,1,1
80,High,High,Yes,7,Yes,1,Low,Low,Negative,2,No,College,Far,Male,68,0.17124193507816154,1.0370943931925771,1,2
83,High,Medium,Yes,9,Yes,0,High,Medium,Neutral,2,No,High School,Near,Male,68,0.004296211476282077,0.8287334852193963,1,0
88,Medium,Medium,Yes,10,Yes,2,Low,High,Neutral,2,No,High School,Moderate,Female,69,0.338187658680041,-0.21307105464650783,1,1
64,Medium,Low,Yes,6,Yes,1,Low,Medium,Positive,2,Yes,College,Far,Female,63,0.5051333822819205,1.3843625731478784,1,2
93,Medium,Medium,Yes,7,No,5,High,Medium,Negative,4,No,Postgraduate,Near,Female,74,0.6720791058837999,1.4538162091389386,1,1
77,Medium,Medium,Yes,5,Yes,2,High,High,Negative,5,No,College,Moderate,Female,69,0.5051333822819205,-0.21307105464650783,1,1
63,Medium,Low,No,8,Yes,0,Low,Medium,Negative,3,No,High School,Near,Female,61,0.17124193507816154,-0.07416378266438728,1,1
91,Medium,Low,Yes,8,Yes,4,Medium,Medium,Neutral,2,Yes,Postgraduate,Near,Female,69,-0.1626495121255974,-0.07416378266438728,1,0
75,Medium,Low,No,6,Yes,2,Low,Medium,Neutral,3,No,High School,Near,Female,64,-0.1626495121255974,-0.76870014257499,1,2
64,Medium,Medium,Yes,9,Yes,2,Low,Medium,Positive,4,No,Postgraduate,Far,Female,63,-0.1626495121255974,-1.3243292305034722,1,0
85,Low,High,No,6,Yes,1,Low,Medium,Negative,2,No,College,Near,Male,68,1.1729162766894383,-0.8381537785660502,1,0
95,High,Medium,Yes,6,Yes,2,Low,Medium,Neutral,3,No,High School,Far,Male,72,0.6720791058837999,1.1760016651746976,1,1
96,Low,High,Yes,9,Yes,3,Medium,Medium,Neutral,2,No,High School,Far,Female,65,-3.0007268133575487,0.13419712530879355,1,1
98,Low,Low,No,6,No,2,Low,Low,Positive,4,No,College,Near,Male,69,0.6720791058837999,1.2454553011657579,1,0
95,Medium,Low,No,5,Yes,2,Medium,Medium,Neutral,4,No,High School,Near,Male,70,0.17124193507816154,0.8287334852193963,0,0
60,Medium,Medium,Yes,8,Yes,1,Medium,Medium,Neutral,4,No,Postgraduate,Moderate,Female,63,0.004296211476282077,-0.5603392346018092,1,0
75,Low,Medium,Yes,7,Yes,0,Medium,Medium,Positive,2,Yes,High School,Near,Female,62,-0.3295952357274769,-1.1159683225302914,1,0
93,Medium,Medium,Yes,9,Yes,1,Low,Medium,Positive,2,No,Postgraduate,Near,Female,72,1.1729162766894383,0.20365076129985382,1,0
75,High,High,No,8,Yes,1,Low,Medium,Neutral,4,No,High School,Far,Male,69,1.005970553087559,1.523269845129999,1,1
84,Medium,Medium,No,4,Yes,2,Medium,Medium,Negative,3,No,High School,Moderate,Female,66,-0.8304324065331153,1.1760016651746976,1,0
84,Medium,Medium,Yes,9,Yes,2,Low,High,Neutral,4,No,Postgraduate,Near,Male,71,0.338187658680041,0.8981871212104565,0,1
75,Low,Low,No,10,Yes,2,Low,Medium,Negative,3,No,College,Moderate,Female,62,-0.9973781301349948,0.8981871212104565,0,1
96,Medium,Low,Yes,9,Yes,2,Medium,High,Positive,2,No,High School,Near,Male,68,-1.3312695773387537,0.06474348931773327,1,1
80,High,Low,No,9,Yes,0,Medium,Medium,Neutral,2,No,High School,Near,Female,63,-0.6634866829312358,-1.1854219585213517,1,0
79,Medium,Medium,Yes,7,Yes,0,Low,Medium,Neutral,3,No,College,Far,Female,66,0.8390248294856795,-0.76870014257499,1,1
100,High,Medium,Yes,6,Yes,1,Medium,High,Positive,3,No,College,Moderate,Male,75,1.005970553087559,0.27310439729091407,1,2
80,Medium,Low,Yes,7,Yes,1,High,High,Positive,4,No,College,Near,Female,69,0.5051333822819205,-0.6297928705928695,0,2
67,High,Medium,No,8,Yes,2,High,Low,Positive,3,No,High School,Near,Female,68,0.6720791058837999,0.9676407572015168,0,1
81,High,Medium,No,8,Yes,5,Medium,Medium,Negative,2,No,High School,Moderate,Male,69,0.5051333822819205,-0.4214319626196886,1,1
93,High,Low,No,6,Yes,2,Low,Medium,Positive,4,No,High School,Near,Male,67,-0.6634866829312358,-1.3243292305034722,1,1
91,High,Medium,Yes,6,Yes,3,Medium,Medium,Negative,3,No,Postgraduate,Near,Male,73,0.5051333822819205,0.9676407572015168,0,1
92,Medium,High,Yes,5,Yes,1,Low,Medium,Negative,1,No,College,Near,Male,71,0.8390248294856795,0.6898262132372758,1,0
88,High,Medium,Yes,8,Yes,2,High,Medium,Positive,3,No,High School,Moderate,Female,71,0.8390248294856795,-0.8381537785660502,1,1
70,Medium,Medium,No,6,Yes,2,Low,Medium,Neutral,2,No,High School,Near,Female,68,1.1729162766894383,1.6621771171121196,0,2
94,High,Low,No,7,Yes,1,High,Medium,Neutral,1,No,High School,Near,Male,70,0.6720791058837999,-0.3519783266286284,1,1
96,Low,High,Yes,10,Yes,1,High,High,Negative,3,No,High School,Near,Male,71,0.338187658680041,0.6203725772462154,1,0
68,Medium,High,No,8,Yes,1,Medium,High,Neutral,2,No,High School,Near,Male,69,1.005970553087559,1.4538162091389386,1,2
65,High,Medium,No,7,No,3,Low,Medium,Neutral,4,No,High School,Near,Male,63,0.004296211476282077,-1.1854219585213517,0,1
99,Low,Medium,Yes,8,Yes,2,Medium,Medium,Neutral,3,No,Postgraduate,Near,Male,71,-0.8304324065331153,1.3149089371568181,0,1
95,Medium,Medium,Yes,9,No,2,Low,Medium,Negative,3,No,College,Near,Male,69,-0.1626495121255974,0.6898262132372758,1,1
96,High,Medium,Yes,5,Yes,2,High,Low,Positive,5,No,Postgraduate,Moderate,Male,71,-0.6634866829312358,-1.1854219585213517,1,1
95,Medium,Low,No,6,Yes,2,Low,High,Neutral,3,No,High School,Near,Female,68,-0.6634866829312358,0.5509189412551552,0,0
82,Medium,Medium,No,7,Yes,1,Medium,Medium,Positive,3,No,High School,Near,Female,68,-0.1626495121255974,1.3149089371568181,1,1
86,Medium,Low,No,6,Yes,0,Medium,High,Neutral,3,No,Postgraduate,Far,Male,66,-0.8304324065331153,1.0370943931925771,1,1
82,Medium,Medium,No,7,Yes,3,Low,Medium,Negative,3,No,College,Moderate,Female,67,-0.3295952357274769,0.8981871212104565,1,1
62,Low,High,Yes,5,Yes,0,Medium,High,Positive,5,No,College,Moderate,Female,59,-1.8321067481443922,-1.1854219585213517,0,0
90,Low,Medium,No,8,Yes,1,Low,Medium,Negative,2,No,College,Near,Female,66,0.17124193507816154,-1.0465146865392312,1,1
80,Low,Low,No,6,Yes,0,Medium,High,Negative,3,No,High School,Near,Male,64,0.004296211476282077,0.13419712530879355,0,0
86,Medium,Medium,No,7,Yes,1,Low,Medium,Neutral,3,Yes,High School,Moderate,Female,64,-0.8304324065331153,0.27310439729091407,1,1
80,Medium,High,Yes,7,Yes,0,Low,High,Neutral,4,No,High School,Moderate,Female,69,0.6720791058837999,1.523269845129999,0,1
80,High,Low,No,8,Yes,1,Medium,Medium,Neutral,3,No,High School,Near,Male,69,1.005970553087559,-0.14361741865544755,1,2
67,Medium,Medium,No,4,No,3,Medium,Medium,Positive,3,No,High School,Near,Male,61,-1.6651610245425126,-0.6992465065839297,1,1
71,High,High,No,8,Yes,0,Low,High,Negative,3,No,High School,Far,Female,62,-0.8304324065331153,-1.0465146865392312,0,1
66,Low,Medium,No,7,Yes,2,Medium,High,Negative,3,No,College,Near,Female,61,-0.8304324065331153,-1.532690138476653,1,1
68,Medium,Medium,Yes,8,Yes,1,Medium,High,Positive,2,No,College,Near,Female,63,-0.9973781301349948,-1.532690138476653,0,2
99,Medium,Low,No,5,Yes,2,Low,Medium,Positive,4,No,College,Near,Female,71,0.8390248294856795,0.27310439729091407,1,0
66,High,High,Yes,8,Yes,1,Medium,Low,Positive,2,No,Postgraduate,Moderate,Female,65,-0.1626495121255974,-1.1159683225302914,1,1
71,High,High,Yes,9,Yes,1,Low,High,Neutral,4,No,College,Moderate,Male,68,-0.3295952357274769,1.2454553011657579,0,1
84,High,High,No,7,Yes,1,High,High,Positive,4,No,High School,Moderate,Male,67,-1.9990524717462717,0.3425580332819744,1,1
84,Low,High,Yes,6,Yes,2,Low,Medium,Neutral,1,No,High School,Near,Female,70,0.6720791058837999,1.2454553011657579,1,2
66,High,Medium,Yes,6,Yes,3,Medium,Medium,Neutral,3,No,High School,Near,Male,64,-1.1643238537368743,-0.2825246906375681,1,1
92,Medium,High,No,8,Yes,0,Medium,Medium,Neutral,3,No,College,Near,Male,71,0.004296211476282077,0.3425580332819744,0,2
91,High,Medium,Yes,8,Yes,2,Medium,Medium,Neutral,3,No,College,Moderate,Female,71,0.338187658680041,0.06474348931773327,1,0
69,Medium,High,No,8,Yes,0,High,Medium,Negative,3,No,High School,Moderate,Female,67,1.339862000291318,1.6621771171121196,0,0
72,Medium,Low,Yes,7,Yes,0,High,Medium,Positive,3,No,Postgraduate,Far,Male,63,-1.3312695773387537,1.0370943931925771,1,1
98,Low,High,Yes,7,Yes,2,Low,High,Neutral,1,No,High School,Near,Male,66,-3.0007268133575487,0.3425580332819744,1,2
93,Medium,Low,Yes,7,Yes,3,High,Medium,Neutral,1,No,High School,Moderate,Male,70,0.17124193507816154,0.3425580332819744,1,1
88,Medium,Low,No,6,Yes,2,Low,Medium,Positive,4,No,High School,Near,Male,70,1.8406991710969562,-0.9076074145571106,0,1
63,Low,Medium,Yes,8,Yes,3,Low,High,Positive,3,No,High School,Near,Female,67,1.1729162766894383,0.8287334852193963,0,1
77,Low,Medium,No,7,Yes,3,Medium,High,Neutral,3,No,Postgraduate,Near,Male,69,0.17124193507816154,1.6621771171121196,1,2
82,High,Low,No,9,Yes,3,High,Medium,Positive,2,No,High School,Near,Female,66,-0.4965409593293564,-1.3243292305034722,1,0
67,Medium,High,No,9,Yes,1,Medium,Medium,Positive,3,No,Postgraduate,Far,Female,67,0.8390248294856795,0.4814653052640949,1,1
78,High,Medium,Yes,7,Yes,0,High,Medium,Negative,2,Yes,College,Near,Female,65,-0.9973781301349948,0.06474348931773327,1,1
84,High,High,Yes,8,Yes,1,High,Medium,Positive,3,No,Postgraduate,Far,Male,72,0.5051333822819205,1.2454553011657579,1,1
73,High,High,No,6,Yes,1,Medium,Medium,Positive,3,No,College,Near,Male,68,0.5051333822819205,-1.7410510464498339,1,1
91,High,Medium,Yes,7,Yes,3,Medium,Medium,Negative,3,No,College,Near,Male,72,1.005970553087559,-1.254875594512412,1,0
94,High,Medium,Yes,8,Yes,1,Low,Medium,Positive,3,No,Postgraduate,Near,Male,76,2.842373512708233,-1.6021437744677132,0,2
73,Medium,Low,Yes,5,Yes,4,Low,Medium,Positive,3,Yes,College,Near,Female,65,0.338187658680041,-1.1854219585213517,1,1
94,Low,Medium,No,8,Yes,1,Medium,Low,Positive,4,No,High School,Near,Male,68,-0.4965409593293564,0.6898262132372758,1,1
64,Medium,Medium,Yes,6,Yes,3,Low,High,Neutral,4,No,College,Near,Female,65,0.004296211476282077,-1.254875594512412,1,1
94,Medium,Medium,Yes,6,Yes,0,Low,High,Positive,3,No,High School,Near,Male,66,-1.8321067481443922,0.4120116692730346,1,0
66,Low,Medium,No,6,Yes,7,Low,Medium,Negative,2,No,High School,Far,Male,63,-0.6634866829312358,1.2454553011657579,1,1
63,Medium,Low,No,7,Yes,2,High,High,Positive,3,No,Postgraduate,Moderate,Female,63,-0.3295952357274769,-1.6021437744677132,1,1
86,Medium,Medium,Yes,5,Yes,2,Low,Medium,Neutral,2,No,Postgraduate,Moderate,Male,66,-0.4965409593293564,-1.6715974104587736,0,1
79,High,Low,Yes,8,Yes,2,Low,High,Positive,4,No,High School,Near,Male,69,0.17124193507816154,1.6621771171121196,1,1
96,Medium,High,Yes,7,Yes,3,Medium,Low,Positive,1,No,Postgraduate,Near,Male,72,-0.8304324065331153,0.6203725772462154,1,2
75,Medium,Low,Yes,10,Yes,3,High,Low,Negative,3,No,High School,Near,Male,66,1.1729162766894383,-1.254875594512412,1,1
71,Medium,Medium,Yes,7,No,2,Medium,Medium,Negative,4,No,High School,Moderate,Female,64,0.004296211476282077,-0.6992465065839297,1,1
80,Medium,Low,Yes,8,Yes,0,Low,High,Positive,3,No,High School,Near,Male,67,0.004296211476282077,1.6621771171121196,0,0
78,High,High,Yes,6,Yes,1,Low,Medium,Positive,5,No,High School,Near,Male,67,-0.3295952357274769,-0.9770610505481708,0,0
74,Low,Medium,Yes,5,Yes,1,Medium,High,Neutral,1,No,College,Near,Male,66,0.17124193507816154,0.8981871212104565,1,1
88,Medium,Low,Yes,8,Yes,2,Low,Medium,Neutral,2,No,High School,Near,Female,68,0.8390248294856795,-0.9076074145571106,1,0
90,Medium,Medium,No,5,Yes,0,Medium,Medium,Neutral,2,No,High School,Moderate,Male,65,-0.8304324065331153,-0.3519783266286284,0,1
94,Medium,High,Yes,8,Yes,2,Low,High,Negative,3,No,High School,Near,Male,71,-0.6634866829312358,1.3149089371568181,0,2
99,Medium,High,Yes,10,Yes,1,Medium,Low,Neutral,4,No,Postgraduate,Near,Male,71,-0.3295952357274769,-1.6715974104587736,1,1
71,Medium,Medium,Yes,8,Yes,1,Medium,High,Neutral,2,No,High School,Moderate,Male,62,-1.3312695773387537,-0.6992465065839297,0,1
89,Medium,High,Yes,8,Yes,2,Medium,High,Positive,2,No,College,Near,Male,69,-0.8304324065331153,-0.07416378266438728,1,0
76,Medium,Low,No,7,Yes,4,High,Medium,Neutral,2,No,High School,Near,Male,65,-0.4965409593293564,0.4120116692730346,0,0
87,High,Low,No,6,Yes,3,Medium,Medium,Neutral,3,No,Postgraduate,Near,Male,70,0.8390248294856795,-1.6715974104587736,1,0
79,Medium,Medium,Yes,7,Yes,2,Low,Medium,Neutral,2,No,College,Moderate,Male,66,0.338187658680041,-0.2825246906375681,0,1
100,Medium,Medium,No,6,Yes,0,High,Medium,Positive,3,No,High School,Far,Male,70,0.17124193507816154,-0.5603392346018092,1,1
89,Medium,High,No,5,Yes,2,Medium,High,Negative,2,No,Postgraduate,Moderate,Female,70,0.8390248294856795,-1.6715974104587736,0,0
98,Low,High,Yes,7,Yes,1,Low,Medium,Neutral,4,No,High School,Moderate,Female,69,-0.1626495121255974,-0.49088559861074893,0,1
93,High,Low,Yes,9,Yes,2,Medium,Medium,Neutral,3,Yes,High School,Near,Male,71,0.338187658680041,1.523269845129999,1,1
96,Medium,Medium,No,5,Yes,1,Medium,Medium,Neutral,3,No,High School,Near,Male,69,-0.1626495121255974,-0.76870014257499,1,1
93,High,Medium,No,9,Yes,2,Medium,High,Positive,2,No,Postgraduate,Near,Female,73,0.338187658680041,0.27310439729091407,1,1
78,Medium,Medium,Yes,9,Yes,1,Medium,High,Neutral,4,No,High School,Moderate,Female,65,-0.4965409593293564,-0.6992465065839297,1,0
70,High,High,Yes,8,Yes,3,Low,Medium,Neutral,3,No,High School,Near,Male,62,-2.49988964255191,-1.3937828664945324,1,1
75,Medium,High,No,8,Yes,2,High,Low,Negative,5,No,Postgraduate,Moderate,Female,67,-0.1626495121255974,-0.76870014257499,1,1
61,Low,Medium,Yes,7,Yes,1,Medium,Medium,Neutral,3,No,Postgraduate,Moderate,Male,65,1.5068077238931974,-0.07416378266438728,1,2
81,Low,Medium,No,7,Yes,1,Medium,Medium,Neutral,3,No,High School,Far,Male,65,1.005970553087559,-0.6992465065839297,1,0
80,Medium,High,Yes,6,Yes,0,Medium,Medium,Neutral,2,No,College,Near,Female,70,1.005970553087559,0.4120116692730346,1,1
81,Medium,Medium,Yes,7,Yes,1,Medium,Medium,Neutral,2,No,College,Near,Female,70,1.1729162766894383,1.523269845129999,1,0
99,Medium,High,Yes,7,Yes,0,Medium,Low,Neutral,4,No,Postgraduate,Near,Female,71,0.17124193507816154,-1.532690138476653,1,1
96,High,Low,No,10,Yes,1,Low,High,Neutral,3,No,College,Near,Male,71,0.17124193507816154,0.759279849228336,1,0
66,Medium,Medium,Yes,8,Yes,1,Medium,High,Neutral,4,No,High School,Moderate,Male,62,-0.6634866829312358,-1.7410510464498339,1,0
75,Medium,Low,No,7,Yes,4,Low,Medium,Positive,2,No,Postgraduate,Near,Female,65,-0.3295952357274769,-1.7410510464498339,1,1
77,High,Medium,Yes,7,Yes,3,Medium,High,Positive,2,No,College,Far,Male,84,0.6720791058837999,-1.254875594512412,1,1
74,Medium,Medium,Yes,6,Yes,2,Medium,High,Neutral,2,No,College,Far,Male,68,1.1729162766894383,-0.07416378266438728,1,1
92,High,Medium,Yes,6,Yes,3,High,Medium,Positive,1,No,High School,Near,Male,70,-0.1626495121255974,-1.6021437744677132,1,1
81,Medium,High,No,8,Yes,1,Medium,Medium,Neutral,3,No,Postgraduate,Near,Male,68,-0.4965409593293564,0.759279849228336,0,1
83,Medium,Medium,No,6,Yes,2,Low,High,Negative,4,No,Postgraduate,Near,Male,67,0.004296211476282077,-1.6715974104587736,1,1
94,Low,Medium,Yes,6,Yes,1,Low,High,Negative,4,No,High School,Near,Female,69,0.6720791058837999,-0.004710146673327003,1,0
92,High,High,Yes,6,Yes,2,Low,Low,Negative,1,No,High School,Near,Female,68,-1.4982153009406332,0.6203725772462154,1,1
65,High,High,No,6,No,3,Low,Low,Neutral,1,No,High School,Near,Male,59,-2.3329439189500305,-0.9076074145571106,1,1
89,High,Low,Yes,9,No,0,Medium,Medium,Positive,2,No,College,Near,Female,67,-0.4965409593293564,0.27310439729091407,1,1
77,Medium,High,Yes,7,Yes,0,High,Low,Positive,1,No,High School,Moderate,Male,63,-1.1643238537368743,-0.8381537785660502,1,0
72,High,High,Yes,7,Yes,1,Medium,Medium,Negative,4,No,High School,Near,Female,65,-0.4965409593293564,-0.9770610505481708,1,0
62,Medium,Medium,No,7,Yes,1,Low,Medium,Positive,3,No,College,Near,Male,63,-0.1626495121255974,1.1065480291836374,1,0
79,Medium,Medium,No,7,Yes,1,Low,Medium,Positive,3,No,High School,Near,Female,64,-0.4965409593293564,-0.5603392346018092,0,0
74,High,Medium,Yes,6,Yes,3,Low,High,Positive,4,No,College,Far,Female,72,1.5068077238931974,1.1065480291836374,1,2
70,Low,Medium,Yes,5,Yes,1,Low,Medium,Negative,3,No,College,Moderate,Male,63,0.338187658680041,-0.9770610505481708,1,2
88,Medium,Medium,No,9,No,2,Medium,Medium,Neutral,2,Yes,High School,Near,Male,66,0.338187658680041,-0.49088559861074893,1,1
91,Medium,Medium,Yes,8,Yes,0,Medium,Low,Neutral,2,No,College,Moderate,Female,67,0.6720791058837999,-1.3937828664945324,0,0
70,High,High,Yes,8,Yes,1,High,Medium,Positive,2,Yes,Postgraduate,Moderate,Male,66,-1.1643238537368743,-0.004710146673327003,1,2
62,Medium,Medium,Yes,8,Yes,2,Medium,High,Positive,3,No,College,Moderate,Female,66,1.005970553087559,-0.4214319626196886,1,1
94,Medium,Medium,Yes,10,Yes,1,Low,High,Negative,4,Yes,Postgraduate,Near,Female,68,0.004296211476282077,-1.7410510464498339,0,0
60,High,High,No,6,Yes,1,Low,Medium,Positive,5,No,Postgraduate,Moderate,Male,66,0.6720791058837999,-0.14361741865544755,0,1
97,Medium,Medium,Yes,5,Yes,3,Medium,Medium,Negative,2,No,College,Near,Female,68,-0.9973781301349948,-1.4632365024855927,1,1
85,Medium,Medium,Yes,8,Yes,2,Medium,Medium,Negative,4,No,High School,Far,Female,65,-1.4982153009406332,1.1760016651746976,1,0
73,Medium,Medium,Yes,5,Yes,0,Medium,Medium,Positive,2,No,College,Near,Female,67,0.8390248294856795,-0.004710146673327003,0,0
70,High,Low,No,7,Yes,0,High,Medium,Negative,3,No,High School,Far,Male,64,0.338187658680041,0.6898262132372758,0,1
60,Low,High,No,7,Yes,0,Low,Medium,Negative,2,No,College,Far,Male,59,-0.8304324065331153,1.1065480291836374,0,0
